FOR,AGAINST,TOTAL CASTE,DEPENDENT VARIABLE,BALLOT TYPE,POPULATION,PCI,MEDIUM FAMILY INCOME,SIZE OF COUNTY,POPULATION DENSITY,PERCENT WHITE,PERCENT BLACK,PERCENT OTHER,PERCENT MALE,PERCENT FEMALE,NO OF CHURCHES,NO OF CHURCH MEMBERS,PERCENT CHURCH MEMBERS OF POPULATION,POVERTY LEVEL,UNEMPLOYMENT RATE,AGE LESS THAN 18,AGE24,AGE44,AGE64,AGE OLDER THAN 65,MSA,PERCENT MINORITY,NO OF OLDER,NO OF YOUNGER,AGE_SUM,TURNOUT_RATE,FOR_RATE
3381,1898,5279,1,1,15560,13416.0,27470,411.6,37.80369291,0.941497602,0.005680561,0.052821837,0.488888889,0.511111111,27,3560.0,0.27,20.2,1.3,2759,6324,3234,1838,1355,2,0.058502398000000004,3193,6468,15510,0.33926735218508997,0.6404622087516575
5561,5203,10764,1,1,24817,20050.0,32247,687.8,36.0817098,0.9798230959798232,0.000978274000978274,0.019198630019198634,0.487811838,0.512188162,41,8342.0,0.37,10.8,3.5,7083,2144,7098,4473,3729,2,0.020176904000000002,8202,14196,24527,0.43373493975903615,0.5166295057599405
873,377,1250,1,1,4245,9755.0,19279,2473.1,1.716469209,0.5157944364842055,0.000235737999764262,0.4839698255160301,0.503536068,0.496463932,30,1515.0,0.36,37.3,9.0,1610,278,945,786,624,2,0.484205564,1410,1890,4243,0.2944640753828033,0.6984
1902,1361,3263,1,1,6739,17483.0,30112,1557.8,4.325972525,0.9591775470408226,0.0018009909981990093,0.03902146196097854,0.503226775,0.496773225,15,1264.0,0.2,12.1,5.5,1828,339,1979,1529,989,2,0.040822453,2518,3958,6664,0.48419646831874164,0.5828991725406069
4330,3513,7843,1,1,18673,19283.0,30494,435.5,42.8771527,0.977302389,0.001418601,0.02127901,0.478692618,0.521307382,33,5816.0,0.33,13.4,2.5,5153,1712,5188,3454,3109,2,0.022697611,6563,10376,18616,0.42001820810796336,0.552084661481576
1815,1745,3560,1,1,6684,16052.0,23890,1028.6,6.498152829,0.928877717,0.000147863,0.07097442,0.495046577,0.504953423,35,3346.0,0.48,19.1,4.6,1840,373,1620,1412,1517,2,0.071122283,2929,3240,6762,0.5326152004787552,0.5098314606741573
1038,1276,2314,0,1,4494,16152.0,25054,623.6,7.206542656,0.991985752,0.000222618,0.00779163,0.514915405,0.485084595,20,2718.0,0.6,14.0,3.7,1180,238,1094,1041,940,2,0.008014248,1981,2188,4493,0.5149087672452158,0.44857389801210024
1314,609,1923,1,1,5736,11215.0,20404,2302.8,2.490880667,0.318976169,0.004060018,0.676963813,0.485436893,0.514563107,35,1588.0,0.29,32.2,13.3,2391,461,1471,908,433,2,0.681023831,1341,2942,5664,0.3352510460251046,0.6833073322932918
683,1243,1926,0,1,3574,14032.0,25940,433.6,8.242619926,0.993327773,0.0,0.006672227,0.490686683,0.509313317,18,2406.0,0.64,14.9,2.8,1056,184,812,741,804,2,0.006672227,1545,1624,3597,0.5388919977616117,0.3546209761163032
1179,1204,2383,0,1,4362,16617.0,26743,1145.7,3.807279393,0.9927230040072769,0.00046948399953051595,0.006807511993192487,0.49741784,0.50258216,23,1744.0,0.4,12.6,1.8,1118,205,976,968,995,2,0.007276996,1963,1952,4262,0.5463090325538744,0.49475451112043645
2081,1196,3277,1,1,7088,17452.0,26501,1739.9,4.073797345,0.911450164,0.004705547,0.083844289,0.520604591,0.479395409,29,1657.0,0.23,14.9,3.6,1687,315,1854,1714,1467,2,0.088549836,3181,3708,7037,0.4623306997742664,0.6350320415013732
756,629,1385,1,1,2605,15585.0,25351,1000.2,2.604479104,0.995744681,0.0,0.004255319,0.499032882,0.500967118,22,1100.0,0.4,13.2,2.2,675,128,588,635,556,2,0.004255319,1191,1176,2582,0.5316698656429942,0.5458483754512635
2135,1873,4008,1,1,8182,17176.0,30081,682.5,11.98827839,0.9902971500000001,0.00036385700000000004,0.009338993000000002,0.497513645,0.502486355,24,3663.0,0.44,10.6,5.5,2408,462,2293,1559,1524,2,0.00970285,3083,4586,8246,0.4898557809826448,0.5326846307385229
1668,876,2544,1,1,5131,15645.0,22355,1016.0,5.05019685,0.940260252,0.000197161,0.059542587,0.485804416,0.514195584,29,2211.0,0.41,20.8,4.0,1424,216,1209,1015,1208,2,0.059739748,2223,2418,5072,0.495809783667901,0.6556603773584906
704,580,1284,1,1,2532,19537.0,29667,1813.1,1.396503227,0.973800887,0.002015316,0.024183797,0.487303507,0.512696493,18,760.0,0.29,12.6,4.2,853,129,691,416,392,2,0.026199113,808,1382,2481,0.5071090047393365,0.5482866043613707
1209,1549,2758,0,1,5327,14203.0,26827,511.2,10.42057903,0.9913859119913859,0.0013399690013399693,0.00727411900727412,0.494448698,0.505551302,22,2386.0,0.48,12.4,3.6,1508,304,1241,1045,1125,2,0.008614088,2170,2482,5223,0.5177398160315374,0.43836113125453224
1373,1130,2503,1,1,4187,16008.0,25553,1436.7,2.914317533,0.991678554,0.000713267,0.007608179,0.493818355,0.506181645,13,990.0,0.23,14.4,2.6,1154,205,1015,957,874,2,0.008321446,1831,2030,4205,0.5978027227131598,0.5485417499001198
697,837,1534,0,1,2917,11598.0,27668,434.7,6.710374971,0.995467225,0.0,0.004532775,0.50069735,0.49930265,13,868.0,0.29,11.4,2.4,882,177,713,621,475,2,0.004532775,1096,1426,2868,0.5258827562564279,0.45436766623207303
562,289,851,1,1,1525,11973.0,26410,2670.6,0.571032727,0.9654723120345277,0.007166123992833876,0.027361563972638434,0.506188925,0.493811075,12,368.0,0.22,14.4,4.2,502,88,457,280,210,2,0.034527688,490,914,1537,0.5580327868852459,0.6603995299647474
5306,2960,8266,1,1,15503,21828.0,37702,741.0,20.9217274,0.921543325,0.001483967,0.076972708,0.476159752,0.523840248,34,5827.0,0.39,10.0,2.7,4568,974,5006,2999,1955,2,0.078456675,4954,10012,15502,0.5331871250725666,0.6419066053714009
1757,2208,3965,0,1,8100,15774.0,26158,813.0,9.963099631,0.99345194,0.000123548,0.006424512,0.493699036,0.506300964,34,5198.0,0.63,13.1,3.1,2019,398,1831,1780,2066,2,0.0065480600000000005,3846,3662,8094,0.48950617283950615,0.4431273644388398
512,420,932,1,1,1673,15685.0,27174,861.1,1.942863779,0.95956548,0.0006035,0.03983102,0.477972239,0.522027761,7,590.0,0.35,15.8,3.1,435,66,411,356,388,2,0.04043452,744,822,1656,0.557083084279737,0.5493562231759657
565,551,1116,1,1,2901,10652.0,22507,1869.3,1.55191783,0.5608247425608248,0.0013745700013745703,0.43780068743780076,0.497250859,0.502749141,11,395.0,0.14,35.2,6.5,1089,219,742,543,316,2,0.43917525700000004,859,1484,2909,0.3846949327817994,0.5062724014336918
742,675,1417,1,1,2327,18168.0,24691,530.3,4.388082218,0.994544692,0.0,0.005455308,0.494334872,0.505665128,11,1189.0,0.49,13.9,3.7,606,110,559,520,591,2,0.005455308,1111,1118,2386,0.6089385474860335,0.5236414961185604
361,385,746,0,1,1295,21727.0,28493,970.6,1.334226252,0.99302866,0.0,0.00697134,0.518202943,0.481797057,9,548.0,0.41,12.9,3.9,359,71,344,288,229,2,0.00697134,517,688,1291,0.5760617760617761,0.4839142091152815
1336,1685,3021,0,1,5800,16417.0,26272,838.4,6.917938931,0.996023513,0.0,0.003976487,0.485995851,0.514004149,30,3528.0,0.6,11.4,3.4,1506,271,1405,1219,1382,2,0.003976487,2601,2810,5783,0.5208620689655172,0.4422376696458126
2751,2365,5116,1,1,10681,18246.0,31432,563.3,18.96147701,0.9896926540000001,0.0014055470000000003,0.008901799000000002,0.4880997,0.5119003,24,4165.0,0.39,11.0,3.4,2672,1476,2771,1813,1906,2,0.010307346,3719,5542,10638,0.47898136878569425,0.5377247849882721
5859,3360,9219,1,1,22346,18021.0,31993,800.1,27.92900887,0.9500270860000001,0.0018057060000000002,0.04816720800000001,0.493409173,0.506590827,36,4688.0,0.23,11.1,3.4,5955,2493,6548,3974,3077,2,0.049972914,7051,13096,22047,0.41255705719144364,0.6355353075170843
3485,4268,7753,0,1,17612,20207.0,40013,578.1,30.46531742,0.9887527979887527,0.00170769000170769,0.009539512009539512,0.499941114,0.500058886,28,5101.0,0.33,6.2,2.0,5237,1056,5332,3138,2205,1,0.011247202,5343,10664,16968,0.4402112196229843,0.44950341803172966
922,622,1544,1,1,3823,15968.0,26854,1640.1,2.33095543,0.697323085,0.001325205,0.30135171,0.505168301,0.494831699,16,867.0,0.24,22.0,4.7,1299,262,998,754,461,2,0.302676915,1215,1996,3774,0.4038713052576511,0.5971502590673575
1076,1062,2138,1,1,5783,15084.0,27823,574.6,10.06439262,0.992559266,0.0,0.007440734,0.491434504,0.508565496,26,2572.0,0.45,12.2,3.0,1602,308,1402,1166,1300,2,0.007440734,2466,2804,5778,0.36970430572367285,0.5032740879326474
1318,1481,2799,0,1,3010,13722.0,20249,1137.0,2.647317502,0.997377909,0.000655523,0.001966568,0.486725664,0.513274336,16,2160.0,0.67,15.1,2.1,713,128,671,780,764,2,0.002622091,1544,1342,3056,0.9299003322259136,0.4708824580207217
816,810,1626,1,1,4682,17608.0,24300,838.9,5.581118131,0.939636978,0.000422119,0.059940903,0.5,0.5,25,2640.0,0.55,14.1,3.5,1249,255,1153,1037,1046,2,0.060363021999999995,2083,2306,4740,0.3472874839812046,0.5018450184501845
